,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
0,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,29,0,0,0,0,0,0,0,0,0,9,0,5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,0,135,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,2331,21,60,103,83,0,0,1,0,7,0,0,8,0,17,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,191,0,0,0,0,1,128,0,0,26,0,2,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,12,10,685,13,0,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,2,62,21,610,47,4,0,0,3,0,24,0,2,0,0,0,0,30,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,1,60,0,44,2101,7,12,1,3,0,28,0,0,9,0,13,1,75,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,33,0,0,0,71,0,0,0,0,1,6,0,1,24,0,1,1,1,0,4,0,0,0,1,1,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,98,7,3,24,11321,2,2,55,0,0,2,0,5,5,9,20,93,0,0,2,0,0,0,0,85,2,14,2,48,0,0,0,1,3,0,0,105,6,4,5,0,326,766,34,0,19,0,3,2,0,0,0,14,12,0,0,4,1,0,0,3,1,5,3,0,0,0,0,0,0,27,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17
7,0,0,1,0,0,8,3,667,1,0,0,0,0,6,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,1,0,11,503,0,0,0,0,0,0,0,0,0,35,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,92,0,131,5,35,1,12,3,1,1,0,1,0,3,0,29,0,0,0,7,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,0,0,5,0,0,1,40,0,0,636,0,1,1,0,3,1,1,3,32,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
