epoch,train_total_loss,train_ce_loss,train_lusi_loss,val_acc1,val_acc3
1,3.454377802395274,3.4334454664798937,0.020932339918549574,0.3441413139813442,0.6137119490343018
2,2.3728219160173136,2.3133650924249043,0.059456821835617485,0.4662378574750568,0.7503663598311674
3,2.0615964323311955,2.0047716797289556,0.0568247528065178,0.5080686913714582,0.7941891381988259
4,1.9042775490704704,1.8474813164885,0.056796233581076355,0.5516545424231521,0.8294825331917619
5,1.8143867835447058,1.7577242059698133,0.05666257756003592,0.5698014198088787,0.8477610368641354
6,1.749717919324949,1.693266856824888,0.05645106269691069,0.5919585113944489,0.8591949736308673
7,1.6950734448456692,1.639082218927971,0.05599122552028444,0.6122552847954089,0.8761396642652182
8,1.6415316412004375,1.5869319743197319,0.05459966694013191,0.6380979124070938,0.8905659052817241
9,1.6033273625112365,1.54940612116459,0.05392124070781297,0.6372818294298827,0.8842917189515528
10,1.5679751005866829,1.514943194294261,0.053031905241318025,0.6530243333128581,0.8982967558507884
11,1.5388372728855517,1.4867358929138716,0.05210138348897813,0.6471187005852982,0.8924788739809931
12,1.508181734907544,1.4566668993454512,0.05151483510153838,0.675743030388122,0.9110820558270957
13,1.4867062660181154,1.4358603790298416,0.05084588670228438,0.6854658254284436,0.9142937372212814
14,1.4652200353704208,1.4147469747815271,0.050473059210944866,0.6597021735887468,0.9071157170561343
15,1.4481118919842264,1.3980980517262833,0.05001384243443385,0.6539544924051632,0.9061065821918409
16,1.4322928059493318,1.3827001777508203,0.04959262757824877,0.6952763713265298,0.9213401310997815
17,1.4107897071277393,1.3623976044260255,0.048392102679429,0.697382391912881,0.9199448924613238
18,1.397830213530589,1.3496510257511767,0.04817918619718533,0.7049465158521925,0.9228143455102273
19,1.3842893727160879,1.3365999968910027,0.04768937491883309,0.6934160531419195,0.9220333628761221
20,1.3718807206434362,1.3246326656902538,0.04724805579257986,0.7118963837871515,0.9306329469370563
21,1.3610781254107551,1.3141384228157735,0.04693970242041653,0.7119139339587044,0.9280091962898938
22,1.351025128887515,1.3043312971755967,0.04669382948342967,0.7198904869295097,0.9321510367763844
23,1.340585418855205,1.2943959578440887,0.046189460015724805,0.7153098921541958,0.9317122824875613
24,1.332338318867555,1.2862549813414144,0.04608333654931987,0.7167490062215358,0.9315367807720321
25,1.3224112508541803,1.2768865294851073,0.04552471883231003,0.7183636220044051,0.9299748155038216
26,1.3174657790753563,1.2721512403231436,0.04531454029358396,0.7239796769013417,0.9331162962117955
27,1.3047363546529296,1.2599004123170496,0.044835941916181225,0.7199080371010627,0.9359769741749225
28,1.2997077289868446,1.255015818095754,0.044691912257897176,0.7253661404540229,0.9359330987460402
29,1.2893889259365001,1.2449945932846602,0.04439433046049278,0.7288761747646083,0.9360647250326872
30,1.2862022412738439,1.2420515794221567,0.04415066232338384,0.7352819873814267,0.937442413499592
31,1.278475241314022,1.2343922690641607,0.04408297191930197,0.7342553023455805,0.9388376521380496
32,1.2708902465976246,1.2273423891599966,0.04354785819160023,0.7373792328820015,0.9410928491826007
33,1.2666929288732922,1.2233130505172942,0.04337987688890958,0.7329741398222167,0.9382233961336972
34,1.2606023433557894,1.217367376667909,0.04323496828124982,0.7460402425433709,0.944883686238033
35,1.2515733873142916,1.2086051697745281,0.042968216648368036,0.745039882764854,0.9432602953693873
36,1.2485152771798587,1.2056992220379419,0.04281605552075986,0.7351679112663326,0.9422160601619881
37,1.24263696573073,1.2000753588357926,0.04256160677237026,0.7266999534920454,0.9412508007265771
38,1.2376490082602916,1.1952883503135157,0.04236065785392212,0.741310471309857,0.9455154924139384
39,1.2306541160477005,1.1884623863404675,0.042191729599522686,0.7483217648452514,0.9451293886397739
40,1.2252026666791465,1.183228106703145,0.041974558969467494,0.7358523679568968,0.9408646969524127
41,1.221434566458819,1.1796352938188988,0.041799273884159736,0.7502610588018498,0.9452785650979738
42,1.217708742273888,1.176076998739157,0.04163174327845469,0.7581235356575611,0.9495081564422292
43,1.2129831432939646,1.1715602726189944,0.04142287194520859,0.7585184145175019,0.9478935406593599
44,1.2079844958523096,1.166688239467465,0.04129625605057149,0.7550873559789046,0.9474372361989838
45,1.2048387432383636,1.1636418807779922,0.041196863151202766,0.7448819312208776,0.9446818592651743
