epoch,train_total_loss,train_ce_loss,train_lusi_loss,val_acc1,val_acc3
1,3.428490587863941,3.428490587863941,0.0,0.357619845733992,0.6302091102940531
2,2.2742524503591883,2.2742524503591883,0.0,0.4760045279442607,0.756210566958292
3,1.9822085395767348,1.9822085395767348,0.0,0.5285058661448415,0.806044279082828
4,1.829346168552296,1.829346168552296,0.0,0.5630621539325547,0.8342123044252757
5,1.7259292711883576,1.7259292711883576,0.0,0.5965391061697628,0.8599496310076431
6,1.6518980038843507,1.6518980038843507,0.0,0.6024447388973228,0.862257478566853
7,1.592064378862961,1.592064378862961,0.0,0.626383172895515,0.8780087575356049
8,1.5394748074939457,1.5394748074939457,0.0,0.6451443062855939,0.8900042997920304
9,1.4976510010355135,1.4976510010355135,0.0,0.6582630595214068,0.8989548872840232
10,1.4629102884712866,1.4629102884712866,0.0,0.6686264358234102,0.905255398871524
11,1.4328458101181305,1.4328458101181305,0.0,0.675988732789863,0.9109767547977782
12,1.404929111629041,1.404929111629041,0.0,0.6793934660711308,0.9148202423678692
13,1.3805332891011641,1.3805332891011641,0.0,0.6945304890355303,0.9206644494949938
14,1.3640003122337319,1.3640003122337319,0.0,0.6840705867899859,0.9161277301485622
15,1.3463998197439542,1.3463998197439542,0.0,0.6968120113374108,0.9222527400205337
16,1.3295049081414432,1.3295049081414432,0.0,0.7069911108381084,0.9244289612930966
17,1.315639500366013,1.315639500366013,0.0,0.7138971033441852,0.9290271062399635
18,1.3001327891411596,1.3001327891411596,0.0,0.7197851859001921,0.9314578050000438
19,1.289663328962811,1.289663328962811,0.0,0.7263577251467633,0.9343711334778297
20,1.2763698923504603,1.2763698923504603,0.0,0.7164155529620302,0.9310892513974324
21,1.265579666715795,1.265579666715795,0.0,0.709728937600365,0.93191410946042
22,1.2570380577418288,1.2570380577418288,0.0,0.7234794970120833,0.9350643652541704
23,1.2491268524500807,1.2491268524500807,0.0,0.7239884519871181,0.9357224966874051
24,1.2392662111094086,1.2392662111094086,0.0,0.7265507770338455,0.93910967979712
25,1.23214889927614,1.23214889927614,0.0,0.7272966593248449,0.9383813476776736
26,1.2242629771693754,1.2242629771693754,0.0,0.7392922015812704,0.9426021639361525
27,1.215731409349565,1.215731409349565,0.0,0.7402223606735756,0.9429619424529875
28,1.2089357953722908,1.2089357953722908,0.0,0.7412490457094218,0.9414175273563299
29,1.2028915493462164,1.2028915493462164,0.0,0.7374582086539896,0.9405751191217894
30,1.1960924345617399,1.1960924345617399,0.0,0.7506296124044612,0.945243464754868
31,1.189892572515151,1.189892572515151,0.0,0.7506559376617906,0.9464017760773612
32,1.1854472482430258,1.1854472482430258,0.0,0.7484533911318983,0.9462174992760555
33,1.1766874670150391,1.1766874670150391,0.0,0.7543502487736817,0.9473758105985486
34,1.1720501608767753,1.1720501608767753,0.0,0.7430479382935968,0.9430760185680815
35,1.16686490549523,1.16686490549523,0.0,0.7503926850884968,0.9462350494476084
36,1.160594091577045,1.160594091577045,0.0,0.7567282970191034,0.9493940803271352
37,1.1562872067286984,1.1562872067286984,0.0,0.7530515360787652,0.9482006686615362
38,1.1500655410296896,1.1500655410296896,0.0,0.7241200782737651,0.9395572091717197
39,1.1459826921537177,1.1459826921537177,0.0,0.7515948718398723,0.9482269939188656
40,1.1409350146325017,1.1409350146325017,0.0,0.7635202134100861,0.952324958976474
41,1.1350178326352882,1.1350178326352882,0.0,0.763915092270027,0.9521670074324976
42,1.1322427950019494,1.1322427950019494,0.0,0.7709000605480919,0.9540887512175431
43,1.1299699567488635,1.1299699567488635,0.0,0.7674514518379417,0.9529655402381558
44,1.1230912139622544,1.1230912139622544,0.0,0.7459261664282768,0.9486569731219122
45,1.1207643344418952,1.1207643344418952,0.0,0.7637395905544977,0.9528953395519442
46,1.1156173596234764,1.1156173596234764,0.0,0.7709351608911977,0.955203187111154
47,1.1143070538997175,1.1143070538997175,0.0,0.773988890741407,0.9558437683728358
48,1.1087961877925565,1.1087961877925565,0.0,0.7696978737967164,0.9538518239015786
49,1.105188906133353,1.105188906133353,0.0,0.7597995770408655,0.9546942321361191
50,1.1018735813357656,1.1018735813357656,0.0,0.7653191059942611,0.9550364604814012
51,1.0978848162819357,1.0978848162819357,0.0,0.7777534025395099,0.9576426609570109
52,1.0942849250044209,1.0942849250044209,0.0,0.779517194780579,0.957721636728999
53,1.0910882582574162,1.0910882582574162,0.0,0.7769460946480752,0.9580463149027282
54,1.0899234173423866,1.0899234173423866,0.0,0.7685658877315525,0.9563527233478707
55,1.0869828201124698,1.0869828201124698,0.0,0.7753402539509824,0.956870453408682
56,1.0830846107968781,1.0830846107968781,0.0,0.7787362121464737,0.9582569169613633
57,1.079458263495627,1.079458263495627,0.0,0.7803596030151194,0.958932598566151
58,1.077370508123609,1.077370508123609,0.0,0.7845891943593749,0.9603629375477145
59,1.0732477953878499,1.0732477953878499,0.0,0.787792100667784,0.9600733597170912
