,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
0,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,25,0,0,0,0,0,0,0,0,0,5,0,7,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,131,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,2229,25,55,109,74,1,0,5,0,7,0,0,3,0,15,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,2,0,156,0,0,34,0,2,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,13,21,668,11,0,15,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,4,76,35,556,49,8,1,0,3,0,26,0,0,0,0,0,0,42,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,74,0,43,2065,9,13,1,4,0,36,0,0,3,0,18,0,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,0,0,0,86,0,0,0,0,0,5,0,0,24,0,0,0,1,0,5,0,0,0,0,1,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,104,12,2,24,11221,4,0,86,0,2,0,2,9,4,15,18,98,0,0,0,1,0,1,1,79,1,22,0,39,0,0,0,1,4,0,0,105,1,3,9,2,472,643,41,0,19,0,4,2,0,0,0,14,11,0,0,3,0,0,0,7,1,5,5,0,0,0,0,0,0,38,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,20
7,0,0,1,0,0,12,2,664,0,0,0,0,0,7,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,1,0,0,1,0,12,486,0,0,0,0,1,0,0,0,1,42,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,120,4,42,0,22,3,1,2,0,4,0,5,0,21,0,0,0,10,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,4,0,0,2,41,0,0,629,0,0,2,0,4,3,1,4,31,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,5,0,1,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
11,0,0,17,0,6,25,13,0,0,19,0,661,0,0,11,2,0,1,37,0,3,0,0,2,0,0,23,0,0,0,0,0,0,0,5,0,0,0,30,20,1,0,0,0,19,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,10,0,0,3,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,4,0,0,0,0,0,0
13,0,0,1,0,0,1,2,46,2,0,0,0,0,668,0,0,0,0,71,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,54,0,0,0,32,7,0,11,0,2,0,0,0,0,20,11,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,26,0,0,15,3,0,1,0,0,3,0,0,583,0,8,1,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,60,23,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,1,3,0,1,18,0,0,0,0,0,546,4,65,19,8,11,0,0,25,0,15,0,5,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,1,2,6,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,31,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,8,0,0,24,14,0,1,5,0,1,0,0,2,6,544,2,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2,41,0,0,0,0,0,6,0,0,6,0,25,22,3,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,4,0,1,8,0,0,0,0,0,42,4,595,26,0,8,0,3,3,0,5,2,0,0,0,0,0,0,0,29,0,0,0,1,0,0,0,0,0,0,1,0,0,5,14,0,10,0,1,9,8,0,9,0,0,0,0,1,0,0,0,19,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,35,0,8,81,70,12,22,35,0,20,1,27,1,23,55,21,3809,1,37,0,2,10,0,1,19,4,0,0,0,0,0,0,205,9,0,0,218,71,0,2,2,3,12,1,0,20,7,24,34,101,0,251,42,87,0,97,18,31,0,0,15,2,2,1,3,0,1,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,1,7,731,20,0,0,6,0,20,0,11,0,0,0,0,0,0,1,2,42,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,4,0,0,2,1,0,1,0,0,0,16,0,23,38,59,1133,0,0,45,0,28,1,9,0,0,0,0,0,0,64,0,45,0,4,49,0,0,0,0,0,0,0,0,102,21,0,1,0,0,2,3,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,832,0,0,0,0,0,0,0,7,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,27,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0
22,0,0,0,0,0,0,0,5,1,0,0,0,0,6,0,0,0,5,2,0,0,0,566,2,0,0,0,0,0,0,0,0,0,0,8,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,31,0,0,0,23,11,0,4,1,4,1,0,0,0,51,0,2,0,0,0,0,13,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,3,0,0,1,5,0,1,0,1,0,34,1,23,47,13,23,0,8,501,0,33,1,21,0,0,0,0,0,0,13,3,62,0,0,3,0,0,0,0,0,3,0,0,0,1,1,0,0,0,4,2,0,8,0,6,0,0,1,0,2,0,1,0,6,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,15,0,1,4,19,28,0,0,33,0,534,0,4,0,0,0,0,0,0,2,0,16,0,0,6,0,0,0,0,0,7,0,0,4,7,0,2,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,3,0,3,0,168,0,0,9,0,31,0,0,15,8,3,1,43,2,0,0,0,4,0,1,1755,16,0,0,0,0,0,0,1,0,0,0,27,48,0,0,0,158,82,66,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,2,62,0,0,0,3,0,6,2,390,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,0,1,2,0,0,0,0,0,0,0,0,3,1,0,24,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,663,10,29,0,0,0,0,0,0,0,0,0,9,0,8,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0
30,10,0,0,0,0,0,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,17,679,9,0,0,0,0,0,0,0,0,9,40,0,9,7,94,0,0,0,0,5,0,0,0,7,0,0,0,0,1,0,0,0,0,0,26,0,25,0,0,0,1,2,0,0,1,0,0,2,0,0,5,3,0,2,0,0,0,0,0,0
31,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,425,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
