epoch,train_total_loss,train_ce_loss,train_lusi_loss,val_acc1,val_acc3
1,3.5071624240513932,3.4863074165754995,0.020855008195263355,0.2926140103019507,0.566229959897858
2,2.5250302090839756,2.455041728965782,0.06998847938279212,0.4354022060565642,0.7274897112119271
3,2.1692560559374505,2.090737872798802,0.07851817889709178,0.5082529681727639,0.7918374152107337
4,1.9874816970121587,1.9104456839746873,0.07703601210893449,0.5576567010942532,0.8181538974543476
5,1.887911350277818,1.8147360904147831,0.0731752613301232,0.5643257662843655,0.8385033213699664
6,1.8157423883230832,1.7449376543877964,0.07080473467440215,0.5801998964539878,0.8481120402951939
7,1.7423844900825325,1.673560030082406,0.06882446085066643,0.6053317421177792,0.8662501425951439
8,1.6869363567289541,1.621346355791938,0.06559000081816319,0.6286208197685133,0.8816679683043902
9,1.642236610233843,1.5790882533711428,0.06314835784694965,0.6366236979966479,0.8860204108495161
10,1.602238459577589,1.5412029067160244,0.061035551513328866,0.6410287910564326,0.8872050474293386
11,1.5714716456109956,1.5121464220619392,0.05932522310335876,0.6529716827981994,0.895751980975614
12,1.537583583373491,1.4797120152537155,0.05787156717638194,0.6606323326810519,0.9006835791819865
13,1.514029929074547,1.4571685186055223,0.05686140811425501,0.6647566229959898,0.9066857378530875
14,1.490706165552377,1.4348121388246151,0.055894026642336565,0.6716450653305136,0.9083881044937214
15,1.4740860436041119,1.4189862741430403,0.05509976744428945,0.6741284146052527,0.9081687273493099
16,1.454169562188602,1.3999238420697533,0.05424572122566484,0.688712607165735,0.9191990101703245
17,1.4385329280512877,1.3850876303280102,0.05344529633418632,0.6964083573916935,0.9179266227327372
18,1.426525094692158,1.3736128039279227,0.05291229235017644,0.7024719416632298,0.9247448643810493
19,1.4141531330519397,1.3616144607216862,0.05253867260881459,0.7029721215524882,0.9235339025438973
20,1.4022674880260722,1.3499585657509587,0.05230892210797679,0.7091585570248949,0.9281057222334348
21,1.3933707249842042,1.341464141786752,0.051906583509440433,0.7046218376784633,0.9281759229196466
22,1.382751194929197,1.3313316778314197,0.05141951930398123,0.7075614914135786,0.9275353416579647
23,1.3743453032949036,1.3232994388606945,0.051045863019118634,0.7174071376547706,0.9320106354039611
